customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,charge_ratio,tenure_group,total_services,charges_difference
7596-LDUXP,0,0,0,0,29.0,1,0,1,2,0,0,0,2,0,1,1,1,85.15,979.05,0,2.522189877942904,2-4yr,2,-1490.3000000000004
3740-RLMVT,1,1,1,0,67.0,1,0,0,2,2,0,2,0,0,1,1,0,60.95,4119.4,0,0.9913215516822839,4-6yr,3,35.749999999999545
4489-SNOJF,0,0,1,1,29.0,1,2,0,2,0,2,2,0,0,0,0,2,70.55,2568.55,1,0.7965389032722742,2-4yr,3,522.6000000000004
2192-OZITF,0,0,0,0,45.0,1,2,0,2,0,0,2,0,2,2,0,3,73.55,3349.1,0,0.9882505747812844,2-4yr,3,39.34999999999991
5651-CPDND,1,0,0,0,10.0,1,0,0,0,0,0,0,0,0,0,0,3,46.0,492.1,0,0.9347693558219874,0-1yr,0,32.10000000000002
2186-QZEYA,0,1,0,0,29.0,1,2,1,2,2,0,0,0,0,0,1,0,70.55,1718.95,0,1.1902324093196428,2-4yr,2,-326.9999999999998
1131-ALZWV,0,0,0,0,24.0,1,2,2,1,1,1,1,1,1,1,0,0,24.6,605.25,0,0.97546468401487,1-2yr,0,14.849999999999909
7729-XBTWX,1,0,1,1,29.0,1,0,2,1,1,1,1,1,1,2,1,3,19.75,1344.5,0,0.4259947936035701,2-4yr,0,771.75
9134-WYRVP,1,0,0,0,51.0,1,0,1,2,0,0,0,2,0,1,0,3,86.35,4267.15,0,1.0320354334860504,4-6yr,2,-136.69999999999982
3284-SVCRO,0,0,1,0,45.0,1,2,2,1,1,1,1,1,1,2,0,3,25.5,1121.05,0,1.0235939520984791,2-4yr,0,-26.450000000000045
9732-OUYRN,0,0,1,0,29.0,1,0,2,1,1,1,1,1,1,1,0,1,19.0,918.7,0,0.5997605311853706,2-4yr,0,367.70000000000005
0559-CKHUS,0,0,1,0,29.0,1,0,2,1,1,1,1,1,1,2,1,3,19.55,521.8,0,1.0865274051360676,2-4yr,0,-45.15000000000009
2931-SVLTV,1,0,1,1,29.0,1,2,1,2,2,0,2,2,2,0,1,1,110.1,4469.1,0,0.7144391488219103,2-4yr,5,1276.2000000000007
6899-PPEEA,1,1,0,0,29.0,1,2,1,0,0,0,0,0,2,0,1,2,70.55,3580.3,1,0.5714465268273607,2-4yr,1,1534.3500000000004
7504-UWHNB,1,0,0,0,25.0,1,0,1,0,0,0,0,0,0,0,0,2,69.75,1729.35,0,1.0083268279989592,2-4yr,0,-14.400000000000091
2582-FFFZR,0,0,0,0,22.0,0,1,0,0,0,2,0,2,2,0,1,2,50.6,1073.3,0,1.0371750675486817,1-2yr,3,-39.90000000000009
8908-NMQTX,1,0,0,0,72.0,0,1,0,2,2,2,2,2,2,2,1,0,65.6,4566.5,0,1.034315120989817,4-6yr,6,-156.69999999999982
2187-LZGPL,0,0,0,0,7.0,0,1,0,0,2,0,0,0,2,0,1,1,40.1,293.3,1,0.9570405727923629,0-1yr,2,12.600000000000023
1431-AIDJQ,1,0,1,1,33.0,1,0,0,0,2,2,2,2,2,2,0,1,82.1,2603.1,0,1.0407975106603664,2-4yr,5,-106.19999999999982
6288-LBEAR,0,0,0,0,23.0,1,0,1,0,2,0,2,0,0,0,1,3,79.1,1783.75,0,1.0199299229152068,1-2yr,2,-35.549999999999955
4597-NUCQV,1,1,0,0,29.0,1,2,1,0,2,0,0,0,2,0,1,2,70.55,2440.15,1,0.8384525541462614,2-4yr,2,394.2000000000003
9019-QVLZD,0,0,0,0,1.0,1,0,1,0,0,0,0,2,0,0,0,2,79.55,79.55,1,1.0,0-1yr,1,0.0
8413-YNHNV,1,0,0,0,69.0,1,2,0,2,2,2,2,2,2,2,0,3,90.65,6322.1,0,0.9893627117571693,4-6yr,6,67.25
5808-TOTXO,0,0,0,1,3.0,1,0,2,1,1,1,1,1,1,1,1,1,20.55,57.4,0,1.07404181184669,0-1yr,0,-4.250000000000007
4369-NYSCF,1,0,0,0,56.0,1,0,0,0,2,0,2,2,2,1,1,0,75.75,4284.65,0,0.9900458613889117,4-6yr,4,42.649999999999636
6333-YDVLT,1,0,0,0,65.0,1,2,1,2,0,2,2,2,2,1,1,1,110.0,7138.65,0,1.0015899364725824,4-6yr,5,-11.350000000000364
5324-KTGCG,1,0,1,0,71.0,1,0,2,1,1,1,1,1,1,1,0,2,20.85,1539.75,0,0.9614223088163664,4-6yr,0,59.399999999999864
5599-HVLTW,0,1,0,0,14.0,1,2,1,0,0,2,0,0,0,0,1,0,80.35,1058.1,0,1.0631320291087798,1-2yr,1,-66.79999999999995
7394-LWLYN,0,0,0,0,2.0,1,0,1,0,0,0,0,0,0,0,1,2,70.15,123.8,0,1.1332794830371569,0-1yr,0,-16.500000000000014
3707-LRWZD,0,0,0,0,32.0,1,2,1,0,0,0,0,2,0,1,0,2,84.05,2781.85,1,0.9668386145910096,2-4yr,1,92.25
6873-UDNLD,1,0,0,0,40.0,1,0,0,2,0,2,0,0,2,0,0,2,67.45,2731.0,0,0.9879165140974002,2-4yr,3,33.0
2700-LUEVA,1,0,0,0,29.0,1,0,1,1,1,1,1,0,1,0,0,1,70.55,20.75,0,98.6,2-4yr,0,-2025.1999999999998
1455-ESIQH,1,0,0,0,1.0,1,0,1,0,0,0,0,2,2,0,1,2,89.1,89.1,1,1.0,0-1yr,2,0.0
0958-YHXGP,0,0,0,0,7.0,1,0,1,0,0,0,0,0,0,0,1,3,69.9,497.3,0,0.9839131309068972,0-1yr,0,7.999999999999943
1101-SSWAG,0,0,1,0,29.0,1,2,0,0,0,0,0,0,0,0,1,2,51.1,711.15,0,2.083807916754553,2-4yr,0,-770.7500000000001
2979-SXESE,0,0,1,1,17.0,1,2,1,2,0,2,0,2,0,0,0,2,94.4,1607.2,1,0.9985067197610752,1-2yr,3,2.3999999999998636
4013-TLDHQ,1,0,0,0,19.0,1,0,1,0,2,2,0,0,0,0,1,2,78.25,1490.95,1,0.9971830041248867,1-2yr,2,4.2000000000000455
5743-KHMNA,1,0,0,0,71.0,1,2,2,1,1,1,1,1,1,2,0,0,25.55,1898.1,0,0.9557188767715085,4-6yr,0,84.04999999999995
4194-FJARJ,0,0,0,1,29.0,1,2,1,2,0,0,2,0,0,2,0,0,70.55,3273.95,0,0.6249179126132043,2-4yr,2,1228.0
5325-UWTWJ,1,0,0,0,29.0,1,2,1,2,2,0,2,0,0,0,1,1,70.55,2929.75,0,0.6983360354979093,2-4yr,3,883.8000000000002
3969-GYXEL,1,0,0,0,29.0,1,0,1,2,0,0,0,0,0,0,0,2,70.55,838.7,0,2.4394300703469654,2-4yr,1,-1207.2499999999998
9208-OLGAQ,0,1,0,0,29.0,1,0,1,0,0,2,0,0,2,0,1,2,70.55,1443.65,0,1.4172063865895472,2-4yr,2,-602.2999999999997
3244-CQPHU,0,1,0,0,72.0,1,2,1,2,2,0,2,2,2,2,1,0,110.1,7746.7,0,1.0233002439748538,4-6yr,5,-180.5
2674-MLXMN,0,1,0,0,71.0,1,2,1,0,2,0,0,2,2,0,1,1,99.65,6951.15,0,1.017838774878977,4-6yr,3,-124.00000000000091
9708-HPXWZ,1,1,0,0,5.0,0,1,0,0,0,2,2,2,0,0,0,1,45.4,214.75,0,1.0570430733410943,0-1yr,3,-12.25
6992-TKNYO,1,0,1,0,38.0,1,2,0,0,0,2,2,0,2,1,0,1,69.0,2669.45,0,0.9822248028620129,2-4yr,3,47.44999999999982
4468-YDOVK,1,0,0,1,5.0,1,0,0,0,0,0,2,0,0,0,1,0,48.65,235.2,0,1.0342261904761905,0-1yr,1,-8.050000000000011
3754-DXMRT,1,1,0,0,2.0,1,0,0,0,0,0,0,0,0,0,1,2,44.15,92.65,1,0.9530491095520777,0-1yr,0,4.3500000000000085
5792-JALQC,0,1,0,0,29.0,1,2,0,2,0,2,0,0,0,2,0,0,70.55,3103.25,0,0.6592926770321437,2-4yr,2,1057.3000000000002
7130-VTEWQ,1,1,0,0,29.0,1,2,1,0,0,0,0,0,0,0,1,2,70.55,606.25,1,3.374762886597938,2-4yr,0,-1439.6999999999998
2200-DSAAL,0,0,0,0,68.0,1,2,0,0,2,2,0,2,2,2,1,2,80.65,5330.2,0,1.0288919740347455,4-6yr,4,-154.0000000000009
4302-ZYFEL,1,0,1,1,69.0,1,0,2,1,1,1,1,1,1,1,1,1,20.55,1403.1,0,1.010583707504811,4-6yr,0,-14.850000000000136
9351-LZYGF,0,0,1,0,42.0,1,2,0,2,2,0,2,0,0,0,1,1,66.4,2727.8,0,1.022362343280299,2-4yr,3,-61.0
4366-CTOUZ,0,0,0,0,50.0,1,0,1,0,2,0,2,2,2,2,1,3,100.2,5038.45,0,0.9943534221834097,4-6yr,4,28.449999999999818
6121-VZNQB,0,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,1,3,19.1,19.1,1,1.0,0-1yr,0,0.0
7903-CMPEY,1,1,1,0,1.0,1,2,1,2,0,0,0,0,0,0,1,2,80.3,80.3,1,1.0,0-1yr,1,0.0
1518-OMDIK,1,0,0,0,29.0,1,0,1,0,0,0,0,0,0,0,1,1,70.55,1462.6,0,1.398844523451388,2-4yr,0,-583.3499999999999
6671-NGWON,0,0,0,0,7.0,1,0,2,1,1,1,1,1,1,0,0,3,20.35,150.6,0,0.9458831341301462,0-1yr,0,8.149999999999977
0595-ITUDF,1,0,1,1,29.0,1,2,1,2,2,2,0,0,0,0,1,2,91.8,5960.5,0,0.44664038251824506,2-4yr,3,3298.3
6996-KNSML,0,0,0,0,29.0,1,0,1,0,0,2,0,0,0,0,1,2,74.9,74.9,1,29.0,2-4yr,1,-2097.2000000000003
1955-IBMMB,1,0,0,0,29.0,1,0,1,1,1,1,1,0,1,2,1,0,70.55,1192.3,0,1.7159691352847437,2-4yr,0,-853.6499999999999
0096-BXERS,0,0,0,0,29.0,1,2,1,0,0,0,0,0,0,0,0,2,70.55,314.55,0,6.504371324113813,2-4yr,0,-1731.3999999999999
3806-YAZOV,0,0,0,0,3.0,1,0,2,1,1,1,1,1,1,0,0,3,18.8,56.0,0,1.0071428571428571,0-1yr,0,-0.4000000000000057
7998-ZLXWN,1,0,0,0,29.0,1,0,1,1,1,1,1,0,1,0,0,1,70.55,330.8,0,6.184854897218863,2-4yr,0,-1715.1499999999999
6253-WRFHY,1,0,1,1,13.0,1,0,0,0,0,0,0,2,2,1,1,2,64.75,877.35,0,0.9594232632358808,1-2yr,2,35.60000000000002
9133-AYJZG,1,0,0,0,29.0,1,2,1,0,2,0,0,0,2,0,1,1,70.55,2249.1,0,0.9096749811035525,2-4yr,2,203.1500000000001
2675-OTVVJ,1,1,1,0,31.0,1,2,1,2,0,0,0,2,0,0,0,2,89.45,2807.65,0,0.9876409096575427,2-4yr,2,34.69999999999982
8680-CGLTP,1,0,0,0,29.0,1,0,0,2,2,0,2,0,0,1,1,2,58.75,1696.2,0,1.0044511260464568,2-4yr,3,-7.5499999999999545
8430-TWCBX,0,0,0,0,29.0,1,0,1,1,1,1,1,0,1,1,0,1,70.55,1032.05,0,1.9824136427498669,2-4yr,0,-1013.8999999999999
5018-GWURO,0,0,1,0,56.0,1,2,1,0,0,0,0,2,0,0,1,0,85.6,4902.8,0,0.9777270131353512,4-6yr,1,109.20000000000073
6741-QRLUP,0,0,0,0,63.0,1,2,0,2,2,2,2,0,2,2,1,1,80.3,4995.35,0,1.0127218313031117,4-6yr,5,-63.54999999999927
4737-HOBAX,1,0,1,0,63.0,1,2,0,0,0,2,2,2,2,2,0,1,79.8,5034.05,0,0.9986789960369882,4-6yr,4,6.650000000000546
0537-QYZZN,1,1,1,1,29.0,1,2,1,2,0,0,0,0,0,0,1,2,79.85,1857.75,0,1.2464809581482976,2-4yr,1,-457.89999999999964
3340-QBBFM,1,1,1,0,36.0,1,0,0,0,0,2,2,0,0,1,0,1,54.1,1992.85,0,0.9772938254258976,2-4yr,2,45.24999999999977
1704-NRWYE,0,1,0,0,9.0,1,0,1,0,0,0,0,2,0,0,1,2,80.85,751.65,1,0.968070245459988,0-1yr,1,24.0
2592-SEIFQ,1,0,0,0,3.0,0,1,0,0,0,0,0,0,0,0,0,2,24.75,66.95,1,1.1090365944734877,0-1yr,0,-7.299999999999997
8200-KLNYW,0,0,1,0,21.0,1,0,0,2,0,2,2,2,2,1,0,3,80.9,1714.95,0,0.9906411265634568,1-2yr,5,16.049999999999955
3372-CDXFJ,1,0,1,1,29.0,1,2,2,1,1,1,1,0,1,1,0,0,70.55,343.6,0,5.954452852153667,2-4yr,0,-1702.35
4781-ZXYGU,1,0,1,1,1.0,1,0,2,1,1,1,1,1,1,0,1,0,20.15,20.15,0,1.0,0-1yr,0,0.0
7632-YUTXB,0,0,1,1,25.0,1,0,2,1,1,1,1,1,1,1,0,3,20.05,520.1,0,0.9637569698134973,2-4yr,0,18.850000000000023
2718-YSKCS,1,0,0,1,29.0,1,0,1,1,1,1,1,0,1,2,1,0,70.55,1387.45,0,1.4746116977188366,2-4yr,0,-658.4999999999998
9896-UYMIE,1,0,0,0,29.0,1,2,1,2,2,2,2,0,2,1,1,0,70.55,7383.7,0,0.27709007679076886,2-4yr,5,5337.75
0853-NWIFK,0,0,0,0,29.0,1,0,1,2,2,0,0,0,2,1,1,2,70.55,4483.95,0,0.45628296479666364,2-4yr,3,2438.0
8212-CRQXP,0,0,1,0,29.0,1,0,1,0,0,0,0,2,0,0,1,1,80.0,1706.45,0,1.359547598816256,2-4yr,1,-613.55
6980-CDGFC,0,0,0,0,29.0,1,0,1,1,1,1,1,0,1,1,1,0,70.55,1327.4,0,1.5413213801416301,2-4yr,0,-718.5499999999997
7691-XVTZH,0,0,1,0,68.0,1,2,1,0,0,2,0,2,0,2,1,0,89.95,5974.3,0,1.0238186900557387,4-6yr,2,-142.30000000000018
2520-SGTTA,0,0,1,1,0.0,1,0,2,1,1,1,1,1,1,2,0,3,20.0,1397.475,0,0.014311526145369327,,0,1397.475
7481-ATQQS,0,1,0,0,49.0,1,2,1,0,0,2,0,0,2,0,1,1,90.85,4515.85,1,0.9857834073319529,4-6yr,2,64.20000000000073
2277-VWCNI,0,1,0,0,29.0,1,2,0,0,0,0,0,0,0,0,0,3,70.55,179.85,0,11.375868779538504,2-4yr,0,-1866.1
1088-CNNKB,1,0,1,0,29.0,1,2,0,2,2,2,2,0,2,1,0,1,80.0,5040.2,0,0.4602991944764097,2-4yr,5,2720.2
8642-GVWRF,0,0,1,0,29.0,1,0,1,0,2,2,0,0,0,0,0,0,79.7,165.0,1,14.00787878787879,2-4yr,2,-2146.3
1930-BZLHI,1,0,0,0,29.0,1,0,2,1,1,1,1,1,1,1,1,3,20.35,422.7,0,1.3961438372368111,2-4yr,0,-167.4500000000001
3400-ESFUW,1,0,1,1,55.0,1,0,0,2,2,0,2,0,0,2,0,0,57.55,3046.4,1,1.0390132615546217,4-6yr,3,-118.84999999999991
5868-YTYKS,1,0,0,1,29.0,1,0,1,1,1,1,1,0,1,0,1,3,70.55,20.25,0,101.03456790123457,2-4yr,0,-2025.6999999999998
3525-DVKFN,0,0,0,0,17.0,1,0,2,1,1,1,1,1,1,2,0,3,19.4,358.05,0,0.9211004049713726,1-2yr,0,28.250000000000057
1482-OXZSY,1,0,0,0,30.0,1,2,1,2,0,0,0,2,2,0,1,0,100.4,2936.25,0,1.0257982120051086,2-4yr,3,-75.75
0377-JBKKT,1,0,1,1,22.0,1,0,0,2,2,0,2,0,0,0,1,3,57.95,1271.8,0,1.0024374901714108,1-2yr,3,-3.1000000000001364
5778-BVOFB,0,0,0,0,9.0,1,0,0,0,0,0,2,2,0,0,1,0,59.5,530.05,0,1.0102820488633149,0-1yr,2,-5.4500000000000455
3373-YZZYM,1,0,1,1,29.0,1,0,2,1,1,1,1,1,1,0,0,3,19.2,19.2,0,29.0,2-4yr,0,-537.5999999999999
2057-ZBLPD,0,0,1,0,21.0,1,2,1,0,0,0,0,0,2,0,1,2,86.5,1808.7,1,1.0043124896334383,1-2yr,1,-7.7999999999999545
0228-MAUWC,1,0,0,0,29.0,1,2,0,0,0,2,2,0,0,0,0,2,59.55,1144.6,0,1.5087803599510745,2-4yr,2,-582.3499999999999
5502-RLUYV,1,0,0,1,29.0,1,2,1,0,2,2,0,0,2,0,1,2,70.55,7446.9,1,0.2747384817843666,2-4yr,3,5400.95
0023-HGHWL,1,1,0,0,1.0,0,1,0,0,0,0,0,0,0,0,1,2,25.1,25.1,1,1.0,0-1yr,0,0.0
7663-YJHSN,0,0,1,0,72.0,1,2,1,2,2,2,2,2,0,2,1,0,103.95,7556.9,0,0.9904061189111938,4-6yr,5,72.49999999999909
4915-BFSXL,1,0,0,1,29.0,1,2,1,2,0,2,0,0,0,2,0,1,70.55,4858.7,0,0.4210900034988783,2-4yr,2,2812.75
3086-RUCRN,0,0,0,0,66.0,1,2,1,2,2,2,2,0,2,0,1,0,103.1,6595.0,0,1.0317816527672479,4-6yr,5,-209.59999999999945
5215-LNLDJ,0,0,1,1,7.0,0,1,0,0,0,0,0,0,0,0,1,2,24.7,149.05,0,1.1600134183160011,0-1yr,0,-23.849999999999994
7576-JMYWV,1,1,0,1,29.0,1,2,1,2,2,0,2,0,2,0,1,2,70.55,4972.1,0,0.4114860923955672,2-4yr,4,2926.1500000000005
9039-RBEEE,1,0,0,0,39.0,0,1,0,2,2,0,2,2,0,0,1,1,48.95,1880.85,1,1.0149932211500121,2-4yr,4,-28.200000000000273
0257-KXZGU,0,0,1,1,32.0,1,2,0,0,2,2,0,0,0,0,0,0,62.45,2045.55,0,0.9769499645572096,2-4yr,2,47.149999999999864
1307-ATKGB,1,0,0,0,24.0,1,0,1,0,2,2,0,0,2,0,1,2,89.55,2187.15,0,0.9826486523558053,1-2yr,3,37.95000000000027
8417-FMLZI,1,0,1,1,29.0,1,0,1,0,2,0,0,0,2,0,1,1,83.55,477.55,1,5.07370955920846,2-4yr,2,-1945.3999999999999
3714-XPXBW,0,0,0,0,37.0,1,2,0,2,2,2,2,2,0,0,1,1,78.9,2976.95,0,0.9806345420648651,2-4yr,5,57.649999999999636
1850-AKQEP,1,0,0,1,29.0,1,0,1,1,1,1,1,0,1,0,0,3,70.55,178.7,0,11.449076664801343,2-4yr,0,-1867.2499999999998
2824-DXNKN,0,0,1,1,72.0,1,2,0,2,0,2,0,2,0,2,1,0,71.45,5025.85,0,1.0235880497826237,4-6yr,3,-118.55000000000018
5227-JSCFE,1,1,1,0,71.0,0,1,0,2,2,2,2,0,0,2,0,1,46.35,3353.4,0,0.9813472893183038,4-6yr,4,62.55000000000018
0848-ZGQIJ,0,0,1,0,29.0,1,0,1,0,2,0,0,2,2,0,1,0,94.65,1461.15,0,1.8785545631865312,2-4yr,3,-1283.7000000000003
3621-CHYVB,1,0,0,0,29.0,0,1,1,2,0,2,2,0,2,0,1,0,70.55,2782.4,0,0.7353184301322598,2-4yr,4,736.4500000000003
8042-RNLKO,1,0,0,0,29.0,1,2,1,1,1,1,1,0,1,1,0,0,70.55,1699.15,0,1.2041020510255125,2-4yr,0,-346.7999999999997
1792-UXAFY,0,1,0,0,17.0,1,0,1,0,2,2,0,2,0,0,1,2,89.15,1496.9,1,1.0124590821030128,1-2yr,3,-18.65000000000009
5372-FBKBN,0,0,0,1,29.0,1,0,1,1,1,1,1,0,1,0,0,3,70.55,452.2,0,4.524436090225564,2-4yr,0,-1593.7499999999998
0420-TXVSG,1,0,1,0,66.0,1,2,0,2,2,2,0,0,0,2,1,1,66.1,4428.45,0,0.9851302374419943,4-6yr,3,65.85000000000036
6217-TOWGS,0,0,1,0,17.0,1,2,0,0,2,0,0,2,2,0,1,0,75.4,1322.55,0,0.9691883104608522,1-2yr,3,40.74999999999977
0515-YPMCW,1,0,0,1,29.0,1,0,1,0,0,0,0,0,0,0,1,3,70.45,70.45,1,29.000000000000004,2-4yr,0,-1972.6000000000001
0378-XSZPU,1,0,1,0,29.0,1,0,0,2,2,2,0,0,0,1,0,1,60.3,3563.8,1,0.49068410124024914,2-4yr,3,1815.1000000000004
1045-LTCYT,0,0,1,1,8.0,1,0,2,1,1,1,1,1,1,0,0,1,21.05,139.75,0,1.2050089445438283,0-1yr,0,-28.650000000000006
1544-JJMYL,1,0,0,0,29.0,1,0,0,2,0,2,2,2,0,1,0,1,69.35,1927.3,0,1.0435064598142478,2-4yr,4,-83.84999999999991
4636-JGAAI,1,0,1,0,34.0,1,2,1,0,2,0,0,0,2,0,0,3,88.85,3000.25,0,1.006882759770019,2-4yr,2,-20.649999999999636
6874-SGLHU,1,0,0,0,30.0,1,0,1,0,2,0,0,2,2,1,1,0,97.0,3021.3,0,0.9631615529738853,2-4yr,3,111.30000000000018
5951-AOFIH,1,0,0,0,33.0,1,0,0,0,2,2,0,2,0,0,1,1,66.4,2245.4,0,0.975861761824174,2-4yr,3,54.19999999999982
4729-XKASR,1,0,0,1,29.0,0,1,1,0,0,0,0,0,0,0,0,2,70.55,24.75,1,82.66464646464647,2-4yr,0,-2021.1999999999998
3059-NGMXB,1,0,1,1,14.0,1,2,0,2,2,0,0,0,2,0,0,3,69.2,944.65,0,1.0255650240829939,1-2yr,3,-24.15000000000009
8652-YHIYU,0,0,0,1,16.0,1,2,1,0,0,0,2,0,0,1,1,1,79.5,1264.2,0,1.0061699098243948,1-2yr,1,-7.7999999999999545
5278-PNYOX,0,0,0,0,29.0,1,0,1,0,0,2,2,2,2,2,0,1,100.65,4917.75,0,0.5935336281836207,2-4yr,4,1998.8999999999996
5449-FIBXJ,1,0,1,1,29.0,1,2,1,0,0,2,2,2,2,0,0,2,103.3,2012.7,1,1.4883986684553085,2-4yr,4,-982.9999999999998
3486-HOOGQ,0,0,1,1,70.0,1,2,0,2,2,2,2,2,0,2,0,0,79.7,5743.3,0,0.971392753295144,4-6yr,5,164.30000000000018
5061-PBXFW,0,0,1,1,32.0,1,0,0,2,2,0,2,0,0,0,0,0,61.4,1864.65,0,1.0537098114927734,2-4yr,3,-100.14999999999986
8630-FJLIB,0,0,0,0,18.0,1,0,1,0,0,0,0,0,0,0,1,2,69.8,1221.65,0,1.0284451356771578,1-2yr,0,-34.74999999999977
3891-NLXJB,1,0,0,0,37.0,0,1,0,2,2,0,2,0,0,2,1,3,40.55,1390.85,0,1.0787288348851423,2-4yr,3,-109.5
4749-OJKQU,0,0,0,0,4.0,1,2,1,0,0,0,0,0,0,0,1,2,75.65,302.35,0,1.0008268562923763,0-1yr,0,-0.25
0577-WHMEV,0,0,1,0,16.0,1,2,1,2,2,2,0,0,0,0,0,2,90.7,1374.9,0,1.0554949450869153,1-2yr,3,-76.29999999999995
5453-AXEPF,1,0,1,0,17.0,1,2,1,0,2,0,0,0,0,0,1,0,80.5,1336.9,0,1.023636771635874,1-2yr,1,-31.59999999999991
3639-XJHKQ,0,0,0,1,19.0,1,0,0,2,2,2,0,0,0,0,1,2,60.6,1297.8,0,0.887193712436431,1-2yr,3,146.39999999999986
3716-LRGXK,1,0,1,0,60.0,1,2,1,0,0,2,0,2,2,2,0,1,101.15,6067.4,0,1.0002637043873819,4-6yr,3,-1.6000000000003638
2263-SFSQZ,1,0,1,1,51.0,1,2,2,1,1,1,1,1,1,2,1,3,24.95,1222.25,0,1.0410717938228677,4-6yr,0,-50.200000000000045
9950-MTGYX,1,0,0,1,29.0,1,0,1,1,1,1,1,0,1,2,1,1,70.55,487.95,0,4.192950097346039,2-4yr,0,-1557.9999999999998
3397-AVTKU,1,0,0,0,43.0,1,0,0,0,2,0,0,0,2,2,1,2,60.0,2548.55,0,1.0123403503953228,2-4yr,2,-31.449999999999818
4825-FUREZ,1,0,1,0,42.0,1,0,2,1,1,1,1,1,1,2,0,2,20.25,835.5,0,1.0179533213644525,2-4yr,0,-15.0
9837-BMCLM,1,0,0,0,3.0,1,0,1,0,0,0,0,2,0,0,1,2,78.5,242.05,1,0.9729394753150176,0-1yr,1,6.550000000000011
2672-OJQZP,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,3,44.75,44.75,0,1.0,0-1yr,0,0.0
0137-UDEUO,0,0,0,0,3.0,1,0,2,1,1,1,1,1,1,0,0,3,19.85,63.75,1,0.9341176470588236,0-1yr,0,4.199999999999996
3134-DSHVC,0,0,0,0,63.0,1,2,1,2,2,2,0,2,0,2,0,1,98.0,6218.45,0,0.9928519164743627,4-6yr,4,44.44999999999982
6161-UUUTA,1,1,0,0,29.0,1,0,1,0,0,0,0,0,0,0,1,2,70.55,260.9,1,7.841893445764661,2-4yr,0,-1785.0499999999997
7821-DPRQE,1,0,1,0,29.0,1,2,1,2,2,0,2,0,2,0,1,2,70.55,7320.9,0,0.27946700542283054,2-4yr,4,5274.95
6543-XRMYR,0,1,0,0,30.0,1,2,1,0,2,0,0,2,2,0,1,2,99.7,2967.35,1,1.0079700743087268,2-4yr,3,-23.65000000000009
2001-EWBQU,0,0,0,0,60.0,1,2,1,0,2,2,0,2,2,2,0,2,104.7,6333.8,0,0.9918216552464556,4-6yr,4,51.80000000000018
4925-LMHOK,1,0,0,0,29.0,1,2,0,0,2,0,2,0,0,0,1,1,70.55,939.7,1,2.1772374161966583,2-4yr,2,-1106.2499999999998
1608-GMEWB,1,1,0,0,45.0,1,2,1,0,0,0,0,2,2,0,1,0,93.9,4200.25,0,1.0060115469317303,2-4yr,2,-25.25
6695-AMZUF,0,0,1,0,70.0,1,0,0,2,2,2,2,2,2,2,0,1,86.45,5950.2,0,1.0170246378273,4-6yr,6,-101.30000000000018
1455-UGQVH,1,0,0,0,29.0,1,2,1,0,0,2,0,0,2,0,1,2,70.55,1037.75,1,1.9715249337509033,2-4yr,2,-1008.1999999999998
8410-BGQXN,1,0,0,0,4.0,1,0,2,1,1,1,1,1,1,0,0,3,19.4,93.4,0,0.8308351177730191,0-1yr,0,15.800000000000011
8280-MQRQN,0,0,0,0,1.0,1,0,0,0,0,2,0,0,0,0,1,3,50.45,50.45,1,1.0,0-1yr,1,0.0
1619-YWUBB,1,0,0,0,29.0,1,2,1,1,1,1,1,0,1,2,1,1,70.55,1614.9,0,1.266920552356183,2-4yr,0,-431.0499999999997
7611-YKYTC,1,0,1,1,22.0,1,0,1,2,0,0,0,0,0,0,0,0,75.0,1573.95,0,1.0483179262365385,1-2yr,1,-76.04999999999995
2037-SGXHH,1,0,1,1,29.0,1,2,1,0,2,2,0,2,0,0,1,2,94.65,3624.3,1,0.7573462461716746,2-4yr,3,879.4499999999998
3178-FESZO,0,0,0,0,1.0,1,2,1,0,2,0,0,2,2,0,1,1,100.25,100.25,1,1.0,0-1yr,3,0.0
0365-GXEZS,1,0,1,0,18.0,1,0,1,0,0,2,2,0,0,0,0,2,78.2,1468.75,0,0.9583659574468085,1-2yr,2,61.149999999999864
0082-OQIQY,1,0,0,0,29.0,1,0,1,0,0,0,2,2,2,0,1,2,94.2,2607.6,0,1.047630004601933,2-4yr,3,-124.20000000000027
6087-MVHJH,0,0,0,0,29.0,1,2,1,0,0,2,0,0,2,0,1,2,70.55,1422.1,1,1.438682230504184,2-4yr,2,-623.8499999999999
4603-JANFB,1,0,0,0,29.0,1,0,1,0,0,0,0,0,0,0,1,2,70.55,69.85,1,29.290622763063713,2-4yr,0,-1976.1
3018-TFTSU,1,0,0,0,29.0,1,0,1,2,0,2,0,0,0,0,0,0,70.55,858.6,1,2.3828907523876075,2-4yr,2,-1187.35
3606-SBKRY,1,0,0,0,31.0,0,1,0,0,0,2,0,2,2,1,1,2,50.05,1523.4,0,1.0184784035709595,2-4yr,3,-28.149999999999864
